Date,local_price,dollar_ex,dollar_price,dollar_ppp,dollar_valuation,dollar_adj_valuation,euro_adj_valuation,sterling_adj_valuation,yen_adj_valuation,yuan_adj_valuation
2022-01-31,10.6,4.4119,2.40259298714839,1.8244406196213394,-58.647000000000006,-36.018,-38.186,-35.236000000000004,-8.074,-38.923
